,LIBELLE
3672,Roissy-Aéroport-Charles-de-Gaulle 2-TGV (RER)
3673,Pontivy
3674,Aguilcourt-Variscourt
3675,Noeux-les-Mines
3676,Le Bugue
3677,Lestrem
3678,St-Hilaire-Brizambourg
3679,Civray-Ville
3680,Leucate-la-Franqui
3681,Ambérieu
3682,La Couronne
3683,Altkirch
3684,St-Laurent-du-Var
3685,St-Hilaire
3686,Morgny
3687,Marcheprime
3688,Leforest
3689,La Meyze
3690,Argelès-sur-Mer
3691,Le Boucau
3692,Feuquières-Fressenneville
3693,Bogny-sur-Meuse
3694,Arches
3695,Chemillé
3696,Montfort-sur-Meu
3697,Verzeille
3698,Chevigny-St-Sauveur
3699,Tiercelet-Villers-la-Montagne
3700,Wavrin
3701,Lardenne
3702,Landaul-Mendon
3703,Le Bec-d'Ambès
3704,Corbeil-Essonnes
3705,Avenay
3706,Négrondes
3707,Chaulnes
3708,Réding
3709,Chambly
3710,Albens
3711,Somain
3712,Bas-Évette
3714,Thiennes
3715,Le Stade
3716,Manduel-Redessan
3717,Bauvin-Provin
3718,Auvers-sur-Oise
3719,La Chaize-le-Vicomte
3720,St-Michel-sur-Charente
3721,Viry-Noureuil
3722,Deville
3723,St-Louis-la-Chaussée
3724,Pougny-Chancy
3725,Fouday
3726,Pont-de-Beauvoisin
3727,Is-sur-Tille
3728,Bègles
3729,Béthune
3730,Nozières-Brignon
3731,Chanteloup-les-Vignes
3732,Apach
3733,École-Valentin
3734,Millau
3735,Rouffach
3736,Bonnemain
3737,Revel-Sorèze
3738,Méricourt-Ribemont
3739,Nantiat
3740,Pontgouin
3741,Noisy-le-Roi
3742,Montigny-Beauchamp
3743,Briouze
3744,Civrieux-d'Azergues
3745,Avrechy
3746,Montrabé
3747,Vivy
3748,St-Denis
3749,Donzère
3750,Scherwiller
3751,Clerval
3752,Limeyrat
3753,Créteil-Pompadour
3754,Escalquens
3755,Aubergenville-Élisabethville
3756,Layrac
3757,Montluçon-Rimard
3758,L'Isle-d'Abeau
3759,Villiers-le-Sec
3760,Maurois
3762,L'Aiguille
3763,Ayron-Latillé
3764,Lure
3766,Nice-Riquier
3767,Montrouge-Châtillon
3768,Bons-en-Chablais
3769,Gensac-la-Pallue
3770,Conflans-Fin-d'Oise
3771,Riom-Châtel-Guyon
3772,Appilly
3773,Chorges
3774,Anglefort
3775,Le Chambon-Feugerolles
3776,Sélestat
3777,Vézelise
3778,Arvant
3779,St-Germain-sur-Meuse
3780,Nuits-sous-Ravières
3781,Le Soler
3782,La Ferté-Imbault
3783,Mehun-sur-Yèvre
3784,Marseille-St-Charles
3785,St-Aunès
3786,Montluçon-Ville
3787,Aillevillers
3788,Fraisses-Unieux
3789,Marigny
3790,Neuville-sur-Sarthe
3791,Le Vieux-Briollay
3792,Beaurepaire
3793,Arleux
3794,Chavenon
3795,Villereversure
3796,Gadagne
3797,Aime-La Plagne
3798,Ste-Colombe-sur-Seine
3799,Joigny
3800,La Courneuve-Aubervilliers
3801,Marles-en-Brie
3802,St-Dizier
3803,Écouché
3804,Gunsbach-Griesbach
3805,Pont-de-Dore
3806,Pont-Cardinet
3807,Saincaize
3808,Porté-Puymorens
3809,Massy-TGV
3810,Neuvy-sur-Loire
3811,Roeschwoog
3812,Châteaubourg
3813,Recquignies
3814,Louhossoa
3815,Alès
3816,Pont-de-l'Arche
3817,Route-de-Launaguet
3818,Écouflant
3819,Pont-l'Évêque
3820,Gan
3821,Sauveterre-la-Lémance
3822,Trois-Puits
3823,Alleyras
3824,La Porcherie
3825,Brignais
3826,Morières-lès-Avignon
3827,Vimy
3828,Berlaimont
3829,Jaux
3830,Ostricourt
3831,Vernon-Giverny
3832,Mende
3833,Ligugé
3834,Pernes-Camblain
3835,Krimmeri-Meinau
3836,Viam
3837,Frynaudour
3838,Gien
3839,Dégagnac
3840,Marseille-Maritime-Arenc
3841,Villers-sur-Mer
3842,Janzé
3843,St-Victurnien
3844,Le Genest
3845,Longages-Noé
3846,Manosque-Gréoux-les-Bains
3847,Sucy-Bonneuil
3848,Bains-les-Bains
3849,Égletons
3850,Dijon-Porte-Neuve
3851,Aillevillers
3852,Chindrieux
3853,Prissé-la-Charrière
3854,Achiet
3855,Vinay
3856,St-Pé-de-Bigorre
3857,Louhans
3858,Vaas
3859,Fumay
3860,Exideuil-sur-Vienne
3861,Pont-de-Bois
3862,Longpré-les-Corps-Saints
3863,Berthelming
3864,Reichshoffen-Ville
3865,Fère-Champenoise
3866,Jonchery-sur-Vesle
3867,Carignan
3868,La Baule-Escoublac
3869,Caudrot
3870,Sarreguemines
3871,Fegersheim-Lipsheim
3872,Vinça
3873,Arches
3874,Quesnoy-sur-Deûle
3875,Beillant
3876,Dourdan
3877,Bédarrides
3878,Bannalec
3879,Nancy-Ville
3880,Les Praz-de-Chamonix
3881,La Baule-les-Pins
3882,Nort-sur-Erdre
3883,Machecoul
3884,Barcelona
3885,Italie
3886,Munich
3887,Geneve
3888,Madrid
3889,Francfort
3890,Zurich
3891,Stuttgart
3892,Lausanne
